publishedAt,authorDisplayName,textDisplay,likeCount
2023-12-16T11:47:26Z,@frozengaming4050,"Betapa kejam nya manusia, betapa jahat nya mereka mereka, kejinya antek antek nerga jahanam itu, jesica kau adalh yg sangt beriman degan kepribadianmu,",0
2023-12-15T20:09:14Z,@janigonjol6776,Roisoryo kemimintet males liat roi,0
2023-12-15T12:57:46Z,@blackjack405,"Roy Suryo matan narapidana mengedit patung,jadi Roy Suryo omongan nya tidak perlu di dengar kan lagi",0
2023-12-15T12:43:19Z,@blackjack405,"Bebaskan Jessica, tangkap semua yang merekayasa pelaku dan cari pelakunya",0
2023-12-15T03:18:53Z,@emiliasaemik9932,Asik smg kasus jesika cpt trungkap. Mnuukn siap yg salah,0
2023-12-14T23:54:54Z,@alisaari9177,Yah tngnny engg ada grkn mnuang ssuatu.tngnny dtr sj klu mnuang tngnny engg dtr pst agk ke ats.yg bnr pak dr jaya utrkn.knp sih engg di otps.ini mngngtkn pngadln kss pam sengkon dan pak karta trnyt kduany tdk brslh dan pak sengkon mnnggl wkt mnjlni hkmn dan pngadln mnt mf jg mmlhkn nm baik kduany.hrsny.pngadln ht ht dlm mmtskn hkm.kdua kss trsbt mmbuat cct hkm ngr.knp pr pngk hkm bs slh mngambl kptsn hkmn?,0
2023-12-14T16:32:42Z,@user-tb7gh4kj7t,Tangan nya bentuk patuk ular makanya di anggap beracun😂,0
2023-12-14T14:26:33Z,@jusniarhalim7273,Kenapa si panci diundang lagi.dia sendiri saja tdk beres.muak lihat mukanya,0
2023-12-14T14:18:08Z,@user-pi4tp5fw7o,"Bebaskan Jesicca yg tidak bersalah itu,",0
2023-12-14T14:07:21Z,@maudinsihombing2747,Samadengan   siroi  ini jangandibiarkan ini ROI ini jangandibiarkanini ROI ini,0
2023-12-14T13:57:19Z,@maudinsihombing2747,Itu omonganmuit bohong jangan pade p as deanlh yg jujurlah biasa ke akanlah jujur akibatnya kau nanti menanggung resikonya  jangan pande Pandean ya terus bayangkansama anakmubegitu suda kubilang janga diakui siroi iniajaransi  sby inidiroi ini pembohongini,0
2023-12-14T13:44:09Z,@mangiringsitorus4167,Makasi mas reja atas integritas bapak,0
2023-12-14T13:40:34Z,@maudinsihombing2747,Inisi rioini dama  dgn si SBY ini bagaimana dulusi SBY begitulah dia ajarannya lah dia maudi masukkan lah omongannya sama si jesika penipunyaini  jangandi percayalah  si    roi in,0
2023-12-14T13:33:02Z,@mangiringsitorus4167,Roy Suryo kan da dapat duit jadi bodoh,0
2023-12-14T13:32:15Z,@mangiringsitorus4167,Penjarakan lah Roy Suryo ini,0
2023-12-14T13:31:08Z,@mangiringsitorus4167,Demi ke Adilan bebaskan Mirna,0
2023-12-14T13:07:24Z,@mhdiqbal471,Mantan panci kwkwkw dablek ahlinya hoax,0
2023-12-14T13:06:39Z,@mhdiqbal471,Kompol panas panas cctv nya canggih pakai audio bisa dengerin suara panas panas,0
2023-12-14T12:49:52Z,@ruslankeano3942,Pengadilan sesat.....bebaskan jessica,0
2023-12-14T12:08:27Z,@user-ji5mb8gf9p,❤❤❤❤❤❤,0
2023-12-13T10:19:44Z,@yadiostynisur1495,kopi  gelasnja  ditutup2   Jesika pakai bek2   kertas   supaja   tangannja   masukin   sedotan dikopi  tidak  kelihatan   kammerahdan    orang2 disekitar  bangku2 itu  itulah    kelicitkan   Jesika    sadis,0
2023-12-13T10:07:33Z,@yadiostynisur1495,Jesika   Sikopag   dia  bunuh  Mirna dgn  racun   Sianida   Mirna  mati  Jesika  puas     masuk   penjara  dia  tidak apa2 sebab   jesika  Sikopat,0
2023-12-12T18:52:14Z,@JohnDoe-zi3gr,Reasonable doubt. Cause of death not determined. Doubtful the evidence was not contaminated and corrupted. Release her.,0
2023-12-12T14:53:21Z,@EngkosKuswara-jd2nc,Roy Suryo ini pasti dpt ke untungan dari penderitaan orang lain <br>Roy sebentar lagi kamu dpt musibah,0
2023-12-12T07:58:25Z,@imanuelselan3289,"Harus di buka kembali kasus Jesika Kumala Wongso,biar jelas dan kedepann jgn ada lagi masalah yg di tutupi.",0
2023-12-11T09:12:37Z,@nhathina4323,"dengar sambo, ambyar!!!!<br>perlu di usut lagi.",0
2023-12-11T04:20:04Z,@hardhian2790,Hati2 klo kasih kesimpulan bang roy....😂😂😂,0
2023-12-10T23:05:08Z,@syamsulibrahim4542,"BETUL.BANG ROY , KETERSNGAN ANDA , VIDEO ITU ASLI ANDA MEMANG SEORAMG AHLI CCTV YG SEBENAR NYA , BEDA DGN AHLI.CCTV ABI MANYUN DIA CUMA AHLI CCTV RUSAK BERSAMA HASIHOLAN , DAN COBA MEREKAYA CCTV JADI PALSU !!!",0
2023-12-10T17:20:32Z,@MinMin-zy1vi,"Tujuannya bukan cuma utk jessica tapi untuk membangun kembali keadilan dan Proses hukum yg benar. Kalau proses sidang spt yg di tahun 2016 itu terus dipraktekkan mau jadi apa negara ini. Buat apa Bukti kalau teori raut wajah, Psykologi tak berdasar saja dan cctv yg dimanipulas dijadikan dasar keputusan.",0
2023-12-10T14:12:08Z,@paruliansinaga5235,Makanya di fisum .ngomong panjang lebar bikan menyelesaikan masalah.,0
2023-12-10T11:07:35Z,@alfriedalfried9079,"itu karna bp mirna itu sdh kasih uang milarian buah polri, jaksa dan hakim2",0
2023-12-10T02:36:14Z,@user-if4qp7op6s,Habitnya roy memang kriminal,1
2023-12-10T02:13:10Z,@user-if4qp7op6s,"Roy suryo selalu berasumsi, sungguh ironis.",1
2023-12-10T01:37:38Z,@user-if4qp7op6s,Baju yg dipakai Jessica warnanya hitam tangan pendek ttp divideo bajunya tangan 3/4.,1
2023-12-10T01:19:35Z,@user-if4qp7op6s,Harus dibuka kembali demi keadilan dan hak azasi manusia,4
2023-12-09T16:24:07Z,@naharialintak7196,"Bukannya PD saat hari kejadian meninggalnya Mirna, Jasika Wongso menggunakan baju merah, akan tetapi, gambar vidio itu, lengan bajunya berwarnah hitam",0
2023-12-09T14:18:19Z,@syamsulibrahim4542,"HANYA PINTU NERAKA YG MAU DI BUKA UNTUK PARA PEMBOHONG 2 BESAR , MEREKA SE OLAH 2 MERSA DIRI MEREKA PALING BENAR ,,DAN MAU MELAKUKAN PENGGIRINGAN OPINI PUBLIK , PEMBUNUH MIRNA ITU TIDAK BERSALAH !!!!!",0
2023-12-09T13:40:57Z,@rraniyahannisa,Semoga kasus jessica ini menjadi ujung tombak untuk penegakan keadilan yg juga  dialami oleh orang lain yg terzalimi dalam kasus berbeda untuk mendapatkan keadilan dan penegakan kebenaran,0
2023-12-09T08:03:54Z,@taufikboeng5367,hai suryo ini sdh bukan jaman anda lgi di percaya ok jdi anda tdk perlu mencari kebenaran,0
2023-12-09T02:29:44Z,@ramahasan2744,Roy ...jgn sok tau permasalahan ...klo tk  ada bukti nyata .jgn asal ngomong seenak jidatmu ...😂😅😊😂😮..,0
2023-12-08T21:18:46Z,@akubahagia-if9gj,Mulutnya di jaga suryo dipahami dlu yg jeli jangan asal jeplak ya..jangan menyesal di belakang amati dlu flmnya ada apa dibenak fikiran mu to.,0
2023-12-08T21:18:03Z,@akubahagia-if9gj,Mulutnya di jaga suryo dipahami dlu yg jeli jangan asal jeplak ya..jangan menyesal di belakang amati dlu flmnya ada apa dibenak fikiran mu to.,0
2023-12-08T14:16:06Z,@leximarck7323,Bebaskan jessica karna jessica tidak bersala.,0
2023-12-08T12:16:55Z,@berthachoirunnisa6242,Alloh tidak tidur komenya kejam amat judulnya juga jelas pembunuh kok dibela.pembunuh gak akan tenang hidupnya film itu hoak Sabar P.Edi semoga mereka sadar bukanmalah jd pecundang fitnah membalikan fakta .serapat rapatnya bankai ditutupi betbau juga,0
2023-12-07T18:58:24Z,@tiopmanik1814,Polisinya bicara GK jelas😂,0
2023-12-07T15:16:11Z,@MasbroTuhari-jv9pm,Katanya tangan kirinya Jessica .sedakan  Tangan kiri Jessica pake jam tangan di cctv lain. Itu gak pake Jam tangan.,0
2023-12-07T03:42:10Z,@SiprianusSeran,"BUKTI KASUS REKAYASA:<br>&quot; MIRNA MATI BUKAN DIRACUN&quot;: - Mirna Minum Kopi, pingsan, kejang dan Muntah. Dilarikan ke Rs ABDI WAHLUYO, 70-72 Menit Periksa Cairan Lambung. HASILNYA: TIDAK ADA SIANIDA. Artinya? MIRNA MINUM KOPI ADA SIA NIDA GAK? Logika: KALAU MINUM KOPI BERSIANIDA, KENAPA MUTAHNYA TIDAK ADA SIANIDA? Darimana Sianida membunuh Mirna??? Sangat Aneh...!!!<br><b>*</b> Isyu awal dalam BB Gelas ada SIANIDA berjumlah sangat Banyak, 7900mg/l.  Pertanyaannya: Siapa yang memindahkan Gelas dari Meja 54 yang berisi Sisa Kopi yang diminum Mirna??? ( Manager Olivier DEVY, mengambil Gelas BBtersebut, diberikan pada Karyawan, lalu diperintahkan membuat Kopi baru satu Gelas, Kemudian diisi kedalam Botol untuk BB yang diambil PENYIDIK. = Tidak ada Dugaan sama sekali kepada Pihak Coffee Olivier, tapi Semua Tuduhan Mengarah pada JESSICA???<br><b>*</b> Dugaan Saya, Ketika Mirna Minum Kopi, katanya tidak Enak. Maka HANI coba minum= HIDUP. Lalu DEVY juga minum=HIDUP. + Hasil Pemeriksaan Dokter pada Lambung Mirna pun TIDAK DITEMUKAN RACUN, APALAGI SIANIDA. Artinya MIRNA TIDAK DIBUNUH. Tapi MATI akibat Suatu Kondisi Tubuh yang Contra dengan Masuknya ES KOPI yang dingin dan Agak Pahit. = MATI WAJAR/ALAMI bukan PEMBUNUHAN.<br><b>*</b> MENGAPA DALAM BB GELAS ADA SIANIDA? = Sudah jelas SIANIDA hanya JEBAKAN yang diisi oleh Seseorang, demi suatu kepentingan tertentu. <br><b>*</b> Kapan Sianida itu diisi ke Gelas?= Dugaan saya Sianida diisi Ketika Korban Mirna Sedang dilarikan ke RS.ABDI WAHLUYO oleh HANI, JESSICA, dan ARIF Suami Mirna. (Saat itu Belum ada POLISI, TKP SUDAH DIACAK, BB GELAS PUN SUDAH TIDAK ASLI). <br><b>*</b> Apakah Semua kegiatan Dapat Terlihat dari Rekaman CCTV? = Ya, Namun Rekaman dari Semua CCTV di Coffee Olivier, DIHILANGKAN/DIHAPUS.<br><b>*</b> INI KUNCINYA: - SIAPA YANG MENGHILANGKAN REKAMAN DALAM DVR CCTV, DAN UNTUK TUJUAN APA? ( Inilah PELAKU Kejahatan Sebenarnya. BUKAN JESSICA).<br><b>*</b> Hasil Dokter Sudah Jelas NEGATIF SIANIDA dalam Tubuh MIRNA. &quot; Mengapa Ada Kasus Pembunuhan dengan Sianida, dan JESSICA dijadikan PELAKU???<br><b>*</b> PERADILAN SESAT..., <br><b>*</b> Korban pun Tidak diautopsi. Sudah Jelas juga Tidak ada kepastian Bahwa Mirna diracun. Tanpa Autopsi, Tidak dapat menentukan Sebab Matinya seseorang. Dan KASUS TIDAK HARUS ADA, BAHKAN SAMPAI ADA PELAKU YANG DIHUKUM. Mengapa Kasus SETERANG INI, Tapi Ada Oknum yang Berani Berusaha Mencari KEUNTUNGAN dengan MENJEBAK JESSICA?😂<br><b>*</b> Reff Ket Saksi Ahli dr.SLAMET dalam Sidang,&quot;KAMI TIDAK AUTOPSI atas PERMINTAAN POLISI&quot; = OKNUM POLISI SIAPAKAH ITU? MENGAPA DIBIARKAN MENGHALANGI AUTOPSI, DAN APA TUJUANNYA??? Harus dilidik Guna mempertahankan Nama INSTITUSI POLRI. Bila Oknum POLISI Terbukti Menghalangi Autopsi, Agar diproses sesuai HUKUM YANG BERLAKU.<br>❤❤ BEBASKAN JESSICA❤❤",0
2023-12-07T00:42:03Z,@user-sg2zd8wc2b,Roy Suryo bacot aja gede ternyata keahliaan hanya kelas teri,0
2023-12-06T07:42:47Z,@user-qf9xv8rj5y,Itu rekayasa tu bung. Karna di sum tp muka jesika tdk kelihatan.,1
2023-12-05T21:26:33Z,@RahmaWati-uh5dx,dp ar itu di ambil lalu di edit ol eh kubu edi darmawan,0
2023-12-05T18:18:31Z,@obettv4977,katanya kan jessica sudah 3X kesana olivier.. coba donk cctvnya mana yg katanya lagi mantau celingak-celinguk.. coba donk tunjukin yg 3X sebelum hari kejadian itu. jng cuma cuap2,0
2023-12-05T12:30:12Z,@user-bk7oe5nh8x,Hukum di indonesia tumpul ke atas tajam ke bawah.,0
2023-12-04T08:06:18Z,@lennysiwy7490,Jessica seharusnya tidak di hukum karena tidak ada bukti  bahwa Jessicaca  menaruh ravun di kopi Mirna karena mungkin saja Mirna meninggal jarena penyakit jantung atau penyakit lainnya,0
2023-12-04T07:04:32Z,@zafnatpaaneahsimbolon7889,"Mirna matii krn gerd akut dipicu kopi dibgin asam naik gejala spt kebakaran lalu spt jantungan lalu mat0,2ppm sianida adalah pembhsukan alami ingat pagi mirna cuma makan apel alias perut kosong sebelumngopi<br>Di apel  juga ada sianida bahkan dikopi rokok tanah dll",0
2023-12-04T00:56:11Z,@AriyantiPayung,Menanti otak cerdas  &amp; jujurx   pejabat pejabat tertinggi Indonesia 😁🥱,0
2023-12-03T23:40:34Z,@user-rk6nr3dy9t,Tolong ya tv one kalo ada acara gini Roy Suryo jgn diajak dia tu ga tau apa apa hanya pengen tampil doang,0
2023-12-03T09:26:02Z,@bayuaji1695,"Betul, masak Indonesia negara  suap",0
2023-12-03T04:33:29Z,@verawatimangauhe7311,Saya rasa  kasus perkara ini diangkat karena dianggap cacat oleh netizen karena saat itu yg jadi penyidik &amp; penyelidik kasus  viral saat itu Ferdi SAMBO cs yg bengis itu....  kemungkinan juga kasus ini sdh direkayasa.......,0
2023-12-02T23:39:16Z,@wils2121,"<a href=""https://www.youtube.com/watch?v=alOOanmcVVc&amp;t=2987"">49:47</a> tentuuuuuuu",0
2023-12-02T23:17:18Z,@wils2121,"<a href=""https://www.youtube.com/watch?v=alOOanmcVVc&amp;t=1730"">28:50</a> bbrp hr sblm si jes dtg.. oya??",0
2023-12-02T18:33:59Z,@user-xm4bw8rc8u,"Masyarakat biasa tdk bisa dpt sianida segampang itu. Knp bisa ada sianida pd jesika yg adl masyarakat biasa, krn yg bisa mndapat ijin  mperoleh  sianita hanya petugas kesehatan dan aparat penegak hukum.<br>Sbg masyarakat awam, itu adl pengalaman, mau beli utk meracuni tikus rumahpun tdk bs diijinkan dr apotiknya.<br>Lagian, kenapa juga jesika menutupi otak dibalik kejadian ini? Tak usah takut, negara indonesia adl negara hukum,  jika jesika tak mau mengaku otak dibalik kasus ini, ya sdh tanggung sendiri akibatnya.",0
2023-12-02T18:30:27Z,@Sunarto-og3du,"Sejak Jesica terpojokan dan masuk hukuman , kelihatanya tak ada kesalahan dari Yesika , karena saat itu juga Yesika merasa sedih yg tidak di buat buat.",0
2023-12-02T18:20:36Z,@user-xm4bw8rc8u,"Kenapa hrs ditutup tutupi kebenaran kasus kejahatan. Sdh nyata2 10 gelas kopi brwarna kopi semua, knp yg di meja jesika 1 gelas kopi kok berubah warna? Sdg disitu cuman jesika sendiri kok. Itu kopi atau bunglon, berubah warna dgn senrinya menyesuaikan kepentingn.<br>Para penegak hukum dan para ahli tdk usah cari2 alasan utk lindungi org jahat spt jesika itu. Ahli ilmu jiwa juga dpt pstikan seperti apa jesika itu.",0
2023-12-02T17:57:10Z,@TofikDj-fw5tf,"bang jonson dn pak Otto maju terus pantang mundur, kebenaran pasti terbukti, karma akan berkerja",0
2023-12-02T17:47:23Z,@TofikDj-fw5tf,"FIKNAH ITU KEJAM, KEBENARAN AKAN MUNCUL, KARMA AKAN BEKERJA",0
2023-12-02T16:15:44Z,@user-fv3ge1fk4r,Pendapat roy suryo..itu  tdak benar...bohong,0
2023-12-02T15:33:05Z,@syamsulibrahim4542,"MEREKA INI SEPERTI.MAKHLUK YG MERASA DIRI NYA PALING BENAR S3JAGAD , NGOCEH TAK KARUAN DI MEDSOS , DGN MENYEBARKAN BERITA 2 BOHONG DGN.MENGATSKAN YESICA TIDAK BERSALAH DAN BUKSN PELAKU KASUS , KOPI SIANIDA DI CAVE OLIVER , PADAHAL YESICA SUDAH DI VONIS BERSALAH DAN PELAKU TUNGGAL DLM KASUS KOPI SIANIDA DI KAFE OLIVER DAN DI VONIS 20 THN PENJARA , UPAYA HUKUM BANDING DAN KASASI , GRASI DAN PK DI ATAS PK YG DILKUKAN OLEH KUASA HUKUM NYA SEMUA NYA KEOK DAN NYUNGSEP DI 5 TINGKAT PEARADILAN HUK7M KITA DAN PARA AHLI 2 HUKUM ITU BERUSAHA MEMAKSAKAN SEBUAH PEMBENARAN DI TENGAH MASYARAKAT KITA DAN MENGATAKA YESICA PEMBUNUH ITU TIDAK BERSALAH , SEPERTI SEBUAH LELUCON TAPI SAYANG NYA TIDAK LUCU !!!!!",0
2023-12-02T10:28:37Z,@user-qu2iq4ge4i,Nih roy.. Suryo... Orng ap sih.. Ngomong ny kyak banci,0
2023-12-02T05:45:40Z,@merissaal4307,"Kyanya kelompok persatuan advokat2 ini bisa jadi malaekat pelindung sxgus pengoreksi kasus2 yg manyimpang ,kekuatan kelompok ini harus dipertahankan, ❤",1
2023-12-02T00:32:23Z,@estykurniasih39,"Kenapa ada kasus ditutup ? Kasus tetaplah kasus. Baru tau untuk mengungkap kebenaran ada batas waktunya, kenapa ada istilah kasus ditutup ? Lucu sih bagi aku orang awam.",0
2023-12-01T22:51:25Z,@TesTes-fl5cz,Logikanya begini SIANIDA BUKAN RACUN TIKUS. Hanya orang*<b>**</b> yang paham ini saja yg menurut saya janggal,0
2023-12-01T17:23:43Z,@haswinkaso8240,Saya jengkel sama pembawa acaranya,0
2023-12-01T17:04:27Z,@fath_boy,"😂😂😂Pengadilan sesat dan netizen seolah2 berubah menjadi ahli dan menjadi hakim,menurut keyakinan apa apa menurut keyakinan klo memang menurut keyakinan gw juga yakin hakim dan Jpu terima suap..kan keyakinan ya😂😂😂",0
2023-12-01T15:43:55Z,@SuryadiDiris-qs9pb,"Sianida sebenarnya &quot;Doktrin&quot; yaitu bahan untuk pesta yang dimasak oleh JPU, kemudian diantar ke Ketua majelis selanjutnya di hidangkan kepada Jessika tapi tidak mati.",0
2023-12-01T14:22:27Z,@siippakrudybelayangbenar8819,Usut tuntas pengadilan sesat,0
2023-12-01T05:47:45Z,@user-sl3zn5vy7w,msh ga hbs pikir ada orang cari nafkah lebih dgn mengorbankan orang lain,0
2023-11-30T15:37:09Z,@adaadaaja1661,"Kasusa ini Sudah tuntas, tetapi tidak mengungkapkan siapa pelakunya sesungguhnya!!<br>Begitu banyak suluk beluknya kasus ini! <br>KITA MANUSIA YANG PUNYA AKAL SEHAT, PUNYA LOGIKA, PUNYA MATA, PUNYA TELINGA, MANUSIA YANG NORMAL!<br>TAHU, DAN PAHAM APA ITU YANG NAMANYA, MENGHAKIMI BERDASARKAN &quot;KEBENARAN!&quot; BUKAN BERDASARKAN YANG &quot;TERLIHAT!&quot;<br>JIKA BUKTI² YANG NYATA DISERTAKAN DAN KASUS INI DI TAMPILKAN TERBUKA SEBUKA BUKANYA, MAKA KEKACAUAN TIDAK AKAN MUNCUL! DAN KEBENARAN PASTI TERUNGKAP!<br><br><br><br><br>&quot;JANGAN PERNAH MEMBENARKAN KESALAHAN DENGAN MATERI(UANG)!!&quot;",0
2023-11-30T12:03:17Z,@HBu-uf9ig,"Indonesia ini bikin geleng kepala, kasus sambo, eliezer yg jelas pasti pembunuh di hukum hanya 2 tahun, gila gak sih, ini yg jelas tidak ada bukti di hukum, dan juga gila gak si,",0
2023-11-30T09:41:47Z,@user-vi2og3ce5m,Suryo kamu bukan digital forensik..jadi kamu ga tahu apa2,0
2023-11-30T08:49:43Z,@juliankidz5610,"sumpah ini kasus ganjel banget,pasti ada campur tangan keluarga mirna,janggel banget",0
2023-11-30T07:08:04Z,@user-qi7wq4qo7s,Roy suryo kelihatan tdk jujur,1
2023-11-30T04:45:35Z,@RahmaWati-uh5dx,oh kalau tangan itu tangannya mak lampir,0
2023-11-30T04:41:11Z,@RahmaWati-uh5dx,Mantab mana badan nya kinapa cuma tangannya yang diperlihatkan,0
2023-11-30T01:47:28Z,@SiprianusSeran,"PATOKAN YANG HARUS DIBUKTIKAN :<br>1. Siapa yang memindahkan Kopi Sisa Minuman Mirna, disaat Korban SEDANG dilarikan ke Rumahsakit oleh: Hani, Jessica, dan Suami Mirna?<br>2. 70-72 menit kemudian diperiksa Cairan Lambung pada Korban, Hasilnya NEGATIF/0.<br>3. Darimana Datangnya Bukti bahwa KORBAN MIRNA mati Diracun dengan Sianida???<br>4. Hasil Pemeriksaan Lab pada GELAS BB sisa Kopi yang diminum Mirna TERDAPAT SIANIDA sebanyak +7900 mg/ l. TAPI MENGAPA hanya 70 menit Hasil Dokter Menerangkan bahwa Cairan Lambung Tidak terdapat Sianida. ARTINYA korban Mati BUKAN karena Diracun. Apalagi Sianida.<br>5. DARI MANA DATANGNYA SIANIDA yang terdapat dalam BB Gelas Sisa Kopi yang diminum Korban Mirna, Juga diminum HANI dan DEVY???<br>6. Kesimpulannya, GELAS BB ITU SUDAH DIREKAYASA DENGAN MENGISI RACUN SIANIDA UNTUK MENJEBAK JESSICA.<br>7. Siapa Yang Merekayasa BB  Gelas? = Harus diungkap PENYIDIK.<br>8. Mengapa Tidak diautopsi?<br>  = Karena bila Hasil Autopsi TIDAK DITEMUKAN SIANIDA, maka Niat REKAYASA PADA BB GELAS akan Terbongkar/Ketahuan. ( Karena Sudah jelas TIDAK AKAN DITEMUKAN SIANIDA YANG MEMATIKAN KORBAN)<br>9. Apa Maksud dan Tujuan Orang lain Merekayasa BB Gelas, dengan SENGAJA mengisi Racun?<br>a. Kemungkinan ada Kebutuhan akan SURAT KETERANGAN DOKTER yang menerangkan KORBAN MATI DIBUNUH, guna Memenuhi Syarat untuk mengKlaim Sebagian atau Seluruh Harta Benda yang dimiliki Korban.<br>b. Diduga ada Tujuan lain Terhadap sebuah KARIER TERTENTU, dengan adanya Sebuah Kasus Besar dan Viral.<br>c. Diduga ada suatu Dendam Pribadi Terhadap Jessica, yang dituju sebagai Korban Rekayasa.<br><b>*</b> MAKA SANGAT JELAS KEMATIAN MIRNA, BUKAN DIBUNUH. Melainkan Mati Wajar, Kemungkinan akibat Penyakit yang dideritanya yang tidak diketahui. Misalnya: Asam Lambung dsb.<br>10. Mengapa DVR CCTV Dikosongkan???<br>= Karena Semua yang Terlibat Rekayasa dalam BB Gelas, sisa Kopi yang diminum Korban Mirna, TEREKAM JELAS DALAM CCTV. ( Dengan Sengaja Menghilangkan BB) <br>11. Siapa yang Mengosongkan DVR CCTV? = &quot; Mengapa Penyidik Tidak Lidik Pelaku ini???&quot;<br>12. KARENA KORBAN MIRNA TIDAK DIBUNUH, MAKA TIDAK ADA PELAKU PEMBUNUHAN. DAN JESSICA SEBAGAI KORBAN JEBAKAN atau KORBAN REKAYASA HARUS BEBAS TANPA SYARAT...!<br>***Salam Waras...!",0
2023-11-29T19:31:20Z,@gilangfarhan7220,polri bubarin ja bos,0
2023-11-29T19:30:59Z,@gilangfarhan7220,"kenapa sih ko masih pada bohong,inget pk tito kalamu kamu itu mau mati allah itu ga tidur pk tito,jdi inggati anak buahmu yg di kepulisian kalian semua mau mati dan kalian semua yg nggajih tapi kenapa polri ko nga pernah jjur dgn rakyatmu sendiri,bener2 di tubuh polri semuanya penjahat yg di pakain seragang,bener2 polri ini ga punya malu dgn rakyat,woi rakyat yg ngajih kalian polri",0
2023-11-29T17:51:14Z,@anggiequaresma4796,BOBROK!!!!,0
2023-11-29T15:39:30Z,@user-bl1ok6hi3g,"Jawabnya sederhana bos<br><br>Kenapa yg di tahan cuman Jesika ,yg namnya mencurigai ya harus di THN smuah yg ada di lingkaran itu",0
2023-11-29T11:56:37Z,@joetravelingwiuwiu,Save Jessica Wongso kasian😢,0
2023-11-29T06:28:05Z,@zafnatpaaneahsimbolon7889,Kyk yg edit pdhl video buram roy ini sok tau,0
2023-11-29T05:24:43Z,@user-hw8hx6qi1s,Kalau masalah garuk garuk bisa dihukum matilah orang yang berpenyakit gatal,1
2023-11-29T03:21:26Z,@NOEDTWINS,"Roy... kau ini pakar apa sih sebenarnya... ngomongnya udah kayak ahi IT, ahli psikologi. Ahli hukum... terkesan sok tau jadinya...",0
2023-11-29T01:19:18Z,@ariefbd2017,"Hampir semua ahli yg berkumpul di podcast kebanyakan untk mencari PEMBENARAN,bukan untk mencari dan mengungkap KEBENARAN,ingat lah bahwa yg kalian hukum seorg anak manusia yg sdh mendekam di penjara selama 7 thn ,bagaimana sekiranya hal ini terjadi pada keluarga mu,saudaramu,anakmu,,sadarlah hai para penegak hukum karma itu ada dan nyata,hanya tempat dan waktu yg kta tdk tau kapan dia datang,,tapi pasti,,smoga kasus segera terungkap sehingga akan memberi rasa keaadilan di masyarakat,,",0
2023-11-28T21:14:23Z,@user-bx9cj6tf4o,Hhaa ini fokter yg di ragu jaksa bgtu jujur ne dokter sgtu nya jaksa meragu kan keahli an nya ne kahsus gk jls dan heran lihat kelurga mirna gk obtosi,0
2023-11-28T18:02:51Z,@yato8039,"Acara begini yg tak benar ,  ini hanya cari rating siar saja.   Disaat orang benar menjelaskan tapi di stop.  Bagaimana acara ini mau jadi acara yg benar dan buat terang masalah.",0
2023-11-28T17:30:15Z,@acehchannel5961,masak kompolnas jwaban nya sllu jwbanya . saya tdk tahu. lah klo tdk tau ngapain dia hadir di fodcash.gk tau cerita nya kok malah ikut2an. hmmm...aneh...sekali lah...<br>salam dari aceh.,1
2023-11-28T15:55:34Z,@noveltian2964,"Kasus Jesika bukan bicara siapa pelakunya, Meski Jesika Mengaku dipersidangan kalo dia adalah pelaku, tugas penegak hukum tetap berjalan, yaitu membuktikan pengakuan jesika berdasarkan fakta persidangan dengan alat bukti yang sah berdasarkan hukum yg berlaku.<br>Jadi bukan Jesika Versus Mirna, namun prosea penegakan hukum yg transparan dan Adil.",0
2023-11-28T14:55:56Z,@junaidsosal2591,Mas suryo ingat karma berlaku jagan asal ngomong gak takut sedikit,0
2023-11-28T13:39:13Z,@chrisnandahutahaean7098,Menurut kami penegak hukum kita hanya sebatas pencuri ayam.,0
2023-11-28T13:31:30Z,@anglokman2667,"Jika seseorang gak pernah makan daging haram gemana mengakunya, sama seperti jissica gak pernah meletakan sianida ke dalam gelas minuman mirna, bagaimana jessica mengakunya.",0
2023-11-28T05:50:17Z,@boymaster3739,"Masroy  ahli di digital ilmu kira kira menciplak pas ahli hutan, kasihan buat untuk bahan cemoohan saja seorang ahli bulan mencari kesalahan orang tapi menguraikan ilmu yang di miliki , sungguh kasihan laporkan saja ke polisi masuryo ,ahli pitna tidak sesuai ilmu",0
2023-11-27T23:50:05Z,@user-bd5nt3mb9u,Koreksi KUHAP,1
2023-11-27T21:36:36Z,@suhastoprabowo3839,"Apapun omongan kompolnas itu hanya cerita memojokan jska,alat bukti gak kuat tuh tuh jeblosin jesika , kecuali otopsi utu baru meyakinkan jesika bersalah.",0
2023-11-27T12:26:19Z,@user-np5ey4up6o,Katanya katanya hahahahahha,0
2023-11-27T12:20:12Z,@user-np5ey4up6o,Lucu banget bapak ini menjelaskan masalah otopsi,0
2023-11-27T06:16:33Z,@ujikcyberlumajang6990,Harus di angkat kembali,0
2023-11-26T15:04:04Z,@user-vq4no5tg1y,Jangan jangan roi suryo mau cucu mulut lagi,0
2023-11-26T15:01:36Z,@user-vq4no5tg1y,"Seingat saya, 2016 Roi Suryo ada dipihak bpk nya mirna.",0
2023-11-26T14:55:58Z,@user-qh6ud7sy7f,Ingat ROI Suryo juga membuat peryataan yg menyesatkan sebagai ahli,0
2023-11-26T14:00:36Z,@alanhermanto9663,"Sandiwara JPU, keluarga mirna, dan kepolisian.",0
2023-11-26T12:18:13Z,@user-yr6yq7dv3f,Tas ya untuk uang koropsi mu mas roy,0
